District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Tuen Mun,22 Siu Lam Tsuen,,1571
Wong Tai Sin,"Hong Kin House, Tsz Hong Estate",,1572
Kwai Tsing,"Leung Fat House, Cheung Fat Estate",,1573
Kwai Tsing,Dorsett Tsuen Wan,,1574
Yau Tsim Mong,The Kimberley Hotel,,1575
Islands,Marriott Hong Kong SkyCity,,1576
Kwun Tong,"Choi Foon House, Choi Fook Estate",,1578
Wong Tai Sin,"Ching Yuen House, Tsz Ching Estate",,1579
Sham Shui Po,Berwick Mansion,,1581
Tuen Mun,"Fung Yu House, Sam Shing Estate",,1582
Wong Tai Sin,"Toi Fung House, Fung Tak Estate",,1583
Sha Tin,Mei Pak Court,,1584
North,"Block 5, Belair Monte",,1585
Wong Tai Sin,"Lok Shing House, Tsz Lok Estate",,1586
Wong Tai Sin,"Hong Kin House, Tsz Hong Estate",,1587
Wong Tai Sin,"Hong Kin House, Tsz Hong Estate",,1588
Wong Tai Sin,"Man Yue House, Tsz Man Estate",,1589
Sai Kung,"Tower 3, Phase I, The Beaumount",,1590
Sai Kung,"Block 2, Radiant Towers",,1591
Sai Kung,"Block 5, Park Central",,1592
Sai Kung,"Tower 2B, The Wings Phase II",,1593
Sai Kung,"Shin Chi House, Shin Ming Estate",,1594
Kwun Tong,"Tat Yi House, Po Tat Estate",,1595
Sai Kung,"Tower 5, Phase II-A, LOHAS Park",,1596
Wong Tai Sin,"Tan Fung House, Choi Hung Estate",,1597
Wong Tai Sin,"Winfair Building, 8 Yuk Wah Crescent",,1598
Wong Tai Sin,"Ching Fai House, Tsz Ching Estate",,1599
Kwai Tsing,Dorsett Tsuen Wan,,1600
Wong Tai Sin,"Ching Yuen House, Tsz Ching Estate",,1601
Wong Tai Sin,"Kwai Tung House, Tung Tau Estate (II)",,1602
Wong Tai Sin,"On Yan House, Tsz On Court",,1603
Wong Tai Sin,"On Yan House, Tsz On Court",,1604
Wong Tai Sin,"Ching Wo House, Tsz Ching Estate",,1605
Wong Tai Sin,"Hong Tak House, Tsz Hong Estate",,1607
Sai Kung,53 Sheung Sze Wan,,1608
Sha Tin,"Foo Wo House, Wo Che Estate",,1610
Sham Shui Po,"Lai Kuk House, Lai Kok Estate",,1611
Wong Tai Sin,"Kam Wan House, Choi Hung Estate",,1612
Tuen Mun,"Leung Chun House, Leung King Estate",,1613
Sha Tin,"Yuet Chuen House, Shui Chuen O Estate",,1615
Sham Shui Po,Shun King Court,,1616
Tsuen Wan,"Block E, Allway Gardens",,1617
Wong Tai Sin,"Fu Shun House, Fu Shan Estate",,1618
Kowloon City,Po Sing Mansion,,1619
Kowloon City,Po Sing Mansion,,1620
Kowloon City,Po Sing Mansion,,1621
Wong Tai Sin,"Lok Shing House, Tsz Lok Estate",,1622
Kowloon City,"Tower 6, Harbour Place",,1623
Kowloon City,1 Hing Yan Street,,1624
Kowloon City,1 Hing Yan Street,,1625
Wong Tai Sin,"Ching Yi House, Tsz Ching Estate",,1626
Sham Shui Po,"Block 1, Heya Green",,1627
Sham Shui Po,"Block 1, Heya Green",,1628
Sham Shui Po,Tak Fu Building,,1629
Wong Tai Sin,"Ban Fung House, Fung Tak Estate",,1630
Yuen Long,"Hung Cheong House, Hung Fuk Estate",,1631
Wong Tai Sin,"Wang On House, Wang Tau Hom Estate",,1632
Kowloon City,"Tower 20, Laguna Verde",,1633
Wong Tai Sin,Pentahotel Hong Kong Kowloon,,1633
Sha Tin,"Wai Sam House, Lung Hang Estate",,1634
Sha Tin,"Kam Pong House, Kam Tai Court",,1635
Sham Shui Po,Un On Building,,1636
Wong Tai Sin,"Ching Fai House, Tsz Ching Estate",,1637
Tai Po,"Ha Hang, Ting Kok Road",,1638
Wong Tai Sin,"Lok Yan House, Tsz Lok Estate",,1639
Wong Tai Sin,"Lok Shing House, Tsz Lok Estate",,1640
Kwun Tong,"Tsui Lok House, Tsui Ping (South) Estate",,1641
Tuen Mun,"Leung Wai House, Leung King Estate",,1642
Wong Tai Sin,"Ching Tai House, Tsz Ching Estate",,1643
Kwun Tong,"Wo Kin House, Cheung Wo Court",,1644
Sham Shui Po,"Block 13, Pak Tin Estate",,1647
Sha Tin,"Foo Wo House, Wo Che Estate",,1648
Eastern,"Hing Cho House, Hing Tung Estate",,1649
Kwai Tsing,"On Hoi House, Cheung On Estate",,1650
Wong Tai Sin,"Block 14, Tsui Chuk Garden",,1651
Tsuen Wan,"Block 1, Belvedere Garden Phase 2",,1652
Tsuen Wan,"Block E, Allway Gardens",,1653
Tuen Mun,"Block 9, Glorious Garden",,1654
Sha Tin,"Foo Wo House, Wo Che Estate",,1655
Tai Po,"Ha Hang Village, Ting Kok Road",,1656
Yau Tsim Mong,David Mansion,,1657
Yau Tsim Mong,Kimberley Mansion,,1658
Wong Tai Sin,Gomme House,,1659
North,"Yung Sui House, Yung Shing Court",,1660
Sham Shui Po,Shun King Court,,1661
Wong Tai Sin,"Ching Hong House, Tsz Ching Estate",,1662
Tuen Mun,"Tip Chui House, Butterfly Building",,1663
Central & Western,"Block 2, Smithfield Court",,1664
Wong Tai Sin,"Yiu Sin House, Upper Wong Tai Sin Estate",,1665
Sha Tin,"Hin Fu House, Hin Keng Estate",,1666
Wong Tai Sin,"Ching Yi House, Tsz Ching Estate",,1667
Wong Tai Sin,Koon Fung House,,1668
Wong Tai Sin,"Lok Shun House, Tsz Lok Estate",,1669
Wong Tai Sin,"Kam Wan House, Choi Hung Estate",,1671
Kwun Tong,"Yung Lai House, Yau Lai Estate",,1672
Kwun Tong,"Block 1, Richland Gardens",,1673
Wong Tai Sin,"Sau Yuen House, Chuk Yuen South Estate",,1677
Wong Tai Sin,"On Yan House, Tsz On Court",,1679
Wong Tai Sin,"Tin Hang House, Shun Tin Estate",,1680
Wong Tai Sin,"Chu Fung House, Fung Tak Estate",,1681
Wong Tai Sin,"Hong Tim House, Tsz Hong Estate",,1682
Wong Tai Sin,"Hong Tim House, Tsz Hong Estate",,1683
Kwai Tsing,"Kwai Yan House, Kwai Fong Estate",,1684
Wong Tai Sin,"Lok Shun House, Tsz Lok Estate",,1686
Wong Tai Sin,"Oi Chung House, Tsz Oi Court, Tsz Wan Shan",,1687
Wong Tai Sin,"Chu Fung House, Fung Tak Estate",,1689
Kwun Tong,"Block 1, Richland Gardens",,1690
Southern,"Pik Yuen House, Shek Pai Wan Estate",,1691
Tai Po,"Wan Hang House, Wan Tau Tong Estate",,1692
Sha Tin,"Pok Tai House, Pok Hong Estate",,1693
Sha Tin,"Kapok House, Kwong Yuen Estate",,1694
Kowloon City,"Tak Shan House, Tak Long Estate",,1695
Wong Tai Sin,"Oi Kan House, Tsz Oi Court",,1698
Wong Tai Sin,"Shun Tin House, Shatin Pass Estate",,1699
Southern,"29 Nam Long Shan Road, Wong Chuk Hang",,1700
Wan Chai,"Senior Building, 112 Thomson Road",,1701
Wong Tai Sin,"Oi Kan House, Tsz Oi Court",,1702
Wong Tai Sin,"Ching Hong House, Tsz Ching Estate",,1703
Wong Tai Sin,"Lok Shun House, Tsz Lok Estate",,1704
Wong Tai Sin,"Che Wah Building, 2-8 Po Ying Lane",,1705
Wong Tai Sin,"On Yan House, Tsz On Court",,1706
Eastern,"Block 8, City Garden",,1707
Southern,"Shun Fung Lau, Yue Kwong Chuen",,1708
Wong Tai Sin,"Shun Tin House, Shatin Pass Estate",,1709
Wong Tai Sin,"Kam Shek House, Ping Shek Estate",,1710
Yuen Long,Hung Fat House,,1712
Sha Tin,"Pok Tai House, Pok Hong Estate",,1713
Sham Shui Po,"Tower 1, Heya Green",,1714
Yau Tsim Mong,17 Tung Choi Street,,1715
Kowloon City,151 Kowloon City Road,,1716
Yau Tsim Mong,Kimberley Mansion,,1717
Wong Tai Sin,Winfair Building,,1718
Wong Tai Sin,"Hong Tim House, Tsz Hong Estate",,1719
Wong Tai Sin,"Lok Shun House, Tsz Lok Estate",,1720
Yau Tsim Mong,Hayon Building,,1721
Wong Tai Sin,"Pik Fung House, Fung Tak Estate",,1722
Kowloon City,"Block 6, Whampoa Garden (Phase 4), Palm Mansions",,1723
Yau Tsim Mong,616 Reclamation Street,,1724
Wan Chai,Crowne Plaza Hong Kong Causeway Bay,,1725
Wong Tai Sin,"Toi Fung House, Fung Tak Estate",,1726
Kowloon City,"Po Shing Mansion, 157-159 Kowloon City Road",,1727
Wong Tai Sin,"Ching On House, Tsz Ching Estate",,1728
Wong Tai Sin,"Oi Ning House, Tsz Oi Court",,1730
Tuen Mun,"Sau Tai House, Fu Tai Estate",,1731
Sham Shui Po,"Lai Yung House, Lai Tsui Court",,1732
Yau Tsim Mong,Wan Fung Building,,1733
Tuen Mun,"King Yip House, Shan King Estate",,1734
Wong Tai Sin,"Pak Suet House, Choi Hung Estate",,1735
Wong Tai Sin,"Ching Tak House, Tsz Ching Estate",,1736
Kwai Tsing,"Block 2, Kwai Fong Terrace",,1737
Kwun Tong,"Block 2, Sceneway Garden",,1738
Yau Tsim Mong,"Chong Tak Building, 37 Austin Road",,1739
Wong Tai Sin,"Tao Yuan House, Chuk Yuen (North) Estate",,1740
Sha Tin,"Block K, Sunshine City",,1741
Kwun Tong,"Yung Lai House, Yau Lai Estate",,1742
Tuen Mun,"Block 5, Villa Tiara",,1743
Wong Tai Sin,"Oi Yan House, Tsz Oi Court",,1744
Eastern,"Hing Tsui House, Hing Wah (1) Estate",,1745
Yau Tsim Mong,"Yuen Fat Building, 1-1E Nelson Street",,1746
Kwun Tong,"Tak Lai House, Tak Tin Estate",,1747
Wong Tai Sin,"Block 3, Hill Top Gardens",,1748
Southern,"Block 26, Phase 4, South Horizons",,1749
Wong Tai Sin,"Kwai Yuen House, Chuk Yuen (South) Estate",,1750
Sai Kung,"Yu Cheong House, Yu Ming Court",,1751
Sai Kung,"Block 6, Hill View Court",,1752
Kowloon City,"Mei King Mansion Phase 1, 2 Mei King Street",,1754
Wong Tai Sin,"Man Tai House, Tsz Man Estate",,1755
Wong Tai Sin,"Oi Kan House, Tsz Oi Court",,1756
Wong Tai Sin,"San Po Kong Mansion, 2-32 Yin hing Street",,1757
Wong Tai Sin,"Sing San House, Choi Wan (I) Estate",,1758
Sham Shui Po,"Wing Chun House, Wing Cheong Estate",,1759
Kowloon City,"Block 6, Palm Mansions, Whampoa Garden",,1760
Wong Tai Sin,"On Yan House, Tsz On Court",,1761
Sha Tin,"Ngan On House, Kam On Court",,1762
Tuen Mun,"Tower 5, Goodview Garden",,1763
Wong Tai Sin,"Ching On House, Tsz Ching Estate",,1764
Kowloon City,18 Whampoa Street,,1765
Yau Tsim Mong,"May Ming Mansion, 312 Nathan Road",,1766
Wong Tai Sin,"Choi Wah House, Choi Fai Estate",,1767
Yau Tsim Mong,Anho House,,1768
Wong Tai Sin,"Block 3, Hill Top Gardens",,1769
Sha Tin,"Block 2, Grandway Garden",,1770
Yau Tsim Mong,"Chung Hing Building, 33 Chung Wui Street",,1771
Tuen Mun,"Properland House, Affluence Garden",,1772
Wong Tai Sin,"Man Yue House, Tsz Man Estate",,1773
Wong Tai Sin,"Wang Kei House, Wang Tau Hom Estate",,1774
Wong Tai Sin,"Oi Yan House, Tsz Oi Court",,1775
Sham Shui Po,"Lai Sum House, Lai Tsui Court",,1776
Kowloon City,Homing Terrace,,1777
Tuen Mun,"Block 2, The Sea Crest",,1778
Wong Tai Sin,"Lok Cheung House, Tsz Lok Estate",,1779
Kowloon City,"Yee Man House, Ho Man Tin Estate",,1780
Kwun Tong,"Lung Pak House, Hong Pak Court",,1781
Yau Tsim Mong,Chong Tak Building,,1783
Sha Tin,"Chung Kwan House, Chung On Estate",,1784
Sha Tin,"Foo Wo House, Wo Che Estate",,1785
Wong Tai Sin,"Oi Ning House, Tsz Oi Court",,1786
Kwun Tong,"Man Wah House, Lok Wah (South) Estate",,1787
Kwun Tong,"Choi Sin House, Choi Fook Estate",,1792
Yuen Long,"Yan Sui House, Tin Yan Estate",,1795
Tuen Mun,"Tip Chui House, Butterfly Estate",,1797
Wong Tai Sin,"Lok Yan House, Tsz Lok Estate",,1798
Yau Tsim Mong,Yuet Yuen Building,,1799
Kwun Tong,"Yin Chee Lau, Kwun Tong Garden Estate",,1802
Wong Tai Sin,"Kam Wan House, Choi Hung Estate",,1804
Kwun Tong,"Tak Shing House, Tak Tin Estate",,1805
Tai Po,"Block 1, Phase 1, Tai Po Centre",,1806
Sha Tin,"Shing Chung House, Mei Chung Court",,1807
Kowloon City,"Tak Cheung House, Tak Long Estate",,1808
Kwun Tong,"Kai Lok House, Kai Yip Estate",,1809
Yau Tsim Mong,Sheraton Hong Kong Hotel & Towers,,1811
Sai Kung,Ma Yau Tong,,1812
Sham Shui Po,"Mei Sang House, Shek Kip Mei Estate",,1813
Kwai Tsing,"Block 2, Greenview Villa",,1814
Kwai Tsing,"Block 2, Greenview Villa",,1815
Sham Shui Po,"Lotus House, So Uk Estate",,1817
Kwai Tsing,"Shek Cheung House, Shek Lei (II) Estate",,1818
Wong Tai Sin,"Ching On House, Tsz Ching Estate",,1819
Yau Tsim Mong,"Kwong Hing Building, 959-973 Canton Road",,1820
Wong Tai Sin,"Ching Yuen House, Tsz Ching Estate",,1832
Yau Tsim Mong,"847-865 Canton Road, Winfield Building",,1833
Wong Tai Sin,"Kam Pik House, Choi Hung Estate",,1834
Wong Tai Sin,Man Po Building,,1835
Kwun Tong,"Kai Cheung House, Kai Yip Estate",,1836
Yau Tsim Mong,The Salisbury YMCA of Hong Kong,,1837
Wan Chai,Dorsett Wanchai,,1837
Sai Kung,"Block 4, Fu Ning Garden",,1838
Tuen Mun,22 Siu Lam Tsuen,,1839
Wong Tai Sin,"Lok Tin House, Tsz Lok Estate",,1841
Wong Tai Sin,"Block 2, Tsui Chuk Garden",,1842
Wong Tai Sin,Man Po Building,,1843
Wong Tai Sin,Man Po Building,,1844
Sha Tin,"Sheung Sam House, Lung Hang Estate",,1845
Wong Tai Sin,"Ching Yuen House, Tsz Ching Estate",,1846
Sha Tin,"Ngan On House, Kam On Court",,1847
Southern,"Pik Yuet House, Shek Pai Wan Estate",,1848
Wan Chai,"Block 1, Illumination Terrace",,1849
Kwai Tsing,"Fu Yiu House, Lai Yiu Estate",,1850
Kwun Tong,"Lap Wah House, Lok Wah North Estate",,1853
Kwun Tong,"Wong Shek House, Ping Shek Estate",,1854
Sham Shui Po,"Lily House, So Uk Estate",,1855
Kwun Tong,"Block D, Telford Gardens",,1856
Yuen Long,"Shun Hing Building, Yuen Long On Ning Road",,1857
Tuen Mun,"Victory Building, 199 Castle Peak Road San Hui",,1858
Tsuen Wan,"Block 8, Discovery Park",,1859
Yau Tsim Mong,"Rear Block, Man Yiu Building",,1860
Sai Kung,"Tower 5, Phase 3, Hemera, Lohas Park",,1861
Wong Tai Sin,"Tsz Oi Court, Oi Wai House",,1862
Kwun Tong,"Sau Ching House, Sau Mau Ping Estate",,1863
Wong Tai Sin,"Ching Ming House, Tsz Ching Estate",,1864
Kwun Tong,"Sau Ching House, Sau Mau Ping Estate",,1865
Wong Tai Sin,"Tower C, Galaxia",,1866
Islands,"Mun Wo House, Mun Tung Estate",,1867
Wong Tai Sin,"Chu Fung House, Fung Tak Estate",,1868
Wong Tai Sin,"Tsui Shek House, Ping Shek Estate",,1869
Eastern,"Fu Bon Court, Fortress Garden",,1870
Kwun Tong,"Chi Tai House, On Tai Estate",,1871
Eastern,"Block 5, Lok Hin Terrance",,1872
Eastern,"Fu Bon Court, Fortress Garden",,1873
Kwun Tong,"Tin Chu House, Shun Tin Estate",,1875
Kwai Tsing,"Ching Chung House, Cheung Ching Estate",,1876
Kwun Tong,"Sin Tat House, On Tat Estate",,1877
Eastern,"Sui Ming House, Siu Sai Wan Estate",,1878
Yuen Long,Fung Chi Tsuen,,1879
Wong Tai Sin,"Oi Yan House, Tsz Oi Court",,1880
Sham Shui Po,"Block 24, Shek Kip Mei Estate",,1881
Islands,"Mun Wo House, Mun Tung Estate",,1882
Tai Po,"Block 30, Parc Versailles",,1883
Wong Tai Sin,"Block 2, Tsui Chuk Garden",,1884
North,"Ching Wu House, Yuk Po Court",,1887
Central & Western,Kiu Fat Building,,1888
Central & Western,"Tower 1, University Heights",,1889
Yuen Long,"Ping Yin House, Ping Yan Court",,1890
Yuen Long,"Block 8, Yoho Town",,1891
Tsuen Wan,"Block E, Allway Gardens",,1892
Tsuen Wan,"Block E, Allway Gardens",,1893
Tuen Mun,"Block 1, Aquamarine Garden",,1894
Tsuen Wan,"Block E, Allway Gardens",,1895
Wong Tai Sin,"Lok Wong House, Tsz Lok Estate",,1896
Kwun Tong,"Sau Yue House, Sau Mau Ping Estate",,1897
Sai Kung,"Tower 5, Metro Town",,1898
Wong Tai Sin,"Wang On House, Wang Tau Hom Estate",,1899
Wong Tai Sin,"Wang On House, Wang Tau Hom Estate",,1900
Sai Kung,"Po Tak House, Po Lam Estate",,1902
Kwun Tong,"Tsui Shek House, Ping Shek Estate",,1903
Kwun Tong,"Lam Shek House, Ping Shek Estate",,1904
Kwun Tong,Golden Dragon Garden,,1905
Sha Tin,"Kam Huen House, Kam Fung Court",,1906
Tuen Mun,"Sui Lun House, Siu Lun Court",,1907
Southern,"Tin Lai House, Tin Wan Estate",,1908
Sha Tin,"Block 1, Phase 3, Pictorial Garden",,1909
Yau Tsim Mong,Sheraton Hong Kong Hotel & Towers,,1910
Sai Kung,"Block 4, Fu Ning Garden",,1912
Islands,Airport Regal Hotel,,1914
Wong Tai Sin,"Lok Cheung House, Tsz Lok Estate",,1916
Wong Tai Sin,"Lok Cheung House, Tsz Lok Estate",,1917
Kowloon City,Tak Fung Building,,1918
Tai Po,"Block 1, Phase 1, Tai Po Centre",,1919
Sha Tin,"Block 2, Grandway Garden",,1920
Kwun Tong,"Yung Lai House, Yau Lai Estate",,1921
Eastern,"Block 8, City Garden",,1922
Wan Chai,Kam Tao Building,,1923
Kowloon City,Fook Wan Mansion,,1924
Yau Tsim Mong,Chung Yuen Building,,1925
Sham Shui Po,"Hoi Wai House, Hoi Lai Estate",,1926
Sham Shui Po,Wai Yip Building,,1927
Sham Shui Po,"Hoi Chi House, Hoi Lai Estate",,1928
Yau Tsim Mong,"Kwong Hing Building, 967 Canton Road",,1929
Wong Tai Sin,"Block 3, Hilltop Gardens",,1930
Tuen Mun,"Oi Yee House, Yau Oi Estate",,1931
Sha Tin,"Lee Hing House, Lee On Estate",,1932
Wan Chai,Kam Tao Building,,1933
Wong Tai Sin,Man Po Building,,1934
Wong Tai Sin,Man Po Building,,1935
Wong Tai Sin,"Lok Yan House, Tsz Lok Estate",,1936
Sham Shui Po,"Hoi Wai House, Hoi Lai Estate",,1937
Wong Tai Sin,"Kwai Yuen House, Chuk Yuen South Estate",,1939
Wong Tai Sin,"Fung Chak House, Choi Wan (II) Estate",,1940
Sham Shui Po,Un On Building,,1941
Kowloon City,"Shun Man House, Oi Man Estate",,1942
Southern,"Pik Yuen House, Shek Pai Wan Estate",,1943
Wong Tai Sin,"Lung Kwong House, Lower Wong Tai Sin Estate",,1944
Yuen Long,"Chung Po House, Tin Chung Court",,1945
North,"Ching Wu House, Yuk Po Court",,1946
North,"Choi Wu House, Choi Yuen Estate",,1947
Sha Tin,"Mei Mun House, Mei Tin Estate",,1948
Sai Kung,"King Tao House, King Lam Estate",,1949
Sham Shui Po,"Tower 1, Trinity Towers",,1950
Sha Tin,"Yan Hei House, Yan On Estate",,1951
Eastern,"Block B, Perfect Mount Gardens",,1952
Yuen Long,"Tower 4, Grandeur Terrace",,1953
Wong Tai Sin,"Oi Wai House, Tsz Oi Court",,1954
Wong Tai Sin,"Lok Shing House, Tsz Lok Estate",,1955
Wong Tai Sin,"Chu Fung House, Fung Tak Estate",,1956
Wong Tai Sin,"On Yan House, Tsz On Court",,1958
Wong Tai Sin,"Lok Cheung House, Tsz Lok Estate",,1959
Kwai Tsing,Dorsett Tsuen Wan,,1961
Kwun Tong,"Choi Shing House, Choi Tak Estate",,1962
Wong Tai Sin,"On Yan House, Tsz On Court",,1963
Wong Tai Sin,"Pik Fung House, Fung Tak Estate",,1964
Kowloon City,"Ka Bong Lau, Ka Wai Chuen",,1965
Kwun Tong,"Lam Wai House, Lam Tin Estate",,1966
Kwun Tong,"Hong Lai House, Yau Lai Estate",,1967
Kowloon City,"Block 1, Palm Mansions, Whampoa Garden",,1968
Kwun Tong,Hong Ying Court,,1969
Wong Tai Sin,"Block 7, Rhythm Garden",,1970
Tai Po,"Kwong Yau Hse, Kwong Fuk Estate",,1971
Kwun Tong,"Sau King House, Sau Mau Ping Estate",,1972
Kwun Tong,"Kwai Tong House, Yau Tong Estate",,1973
Southern,"Pik Yuen House, Shek Pai Wan Estate",,1974
North,"Yin Kong Village, Kwu Tung",,1975
Kwun Tong,"Lam Fai House, Lam Tin Estate",,1976
Eastern,"Sui Ming House, Siu Sai Wan Estate",,1977
Sha Tin,"Fai Shing House, May Shing Court",,1978
Sha Tin,"Kam Huen House, Kam Fung Court",,1979
Wong Tai Sin,"Kam Wan House, Choi Hung Estate",,1980
Sai Kung,Tseung Kwan O Village,,1981
Sai Kung,Ma Yau Tong Village,,1982
Sai Kung,"Tak Chi House, Hau Tak Estate",,1983
Yau Tsim Mong,"Kwong Hing Building, 967 Canton Road",,1984
Yau Tsim Mong,"Kwong Hing Building, 967 Canton Road",,1985
Eastern,"Sui Ming House, Siu Sai Wan Estate",,1987
Eastern,"Block B, Perfect Mount Gardens",,1988
North,San Uk Ling Village,,1989
Sai Kung,"Tower 5, Phase 1 The Capitol, Lohas Park",,1990
Sai Kung,"Ming Kok House, Ming Tak Estate",,1991
Kwai Tsing,"Hang Chun House, Cheung Hang Estate",,1992
Eastern,Tai On Buliding,,1993
Islands,"Mun Wo House, Mun Tung Estate",,1994
Islands,"Mun Wo House, Mun Tung Estate",,1995
Wong Tai Sin,"Man Yue House, Tsz Man Estate",,1996
Sham Shui Po,Nan Bong House,,1997
Eastern,"Block B, Perfect Mount Gardens",,1998
Tai Po,"Wan Loi House, Wan Tau Tong Estate",,1999
Tai Po,Sai O Village,,2000
Yau Tsim Mong,Chong Tak Building,,2002
Yuen Long,"Shing Choi House, Tin Shing Court",,2003
Kwun Tong,"Choi Yan House, Choi Tak Estate",,2004
Tuen Mun,"King Lok House, Shan King Estate",,2005
Wong Tai Sin,"Chu Fung House, Fung Tak Estate",,2006
Wong Tai Sin,"Man Kin House, Tsz Man Estate",,2007
Wong Tai Sin,"Wang Kei House, Wang Tau Hom Estate",,2008
Wong Tai Sin,"Chui King House, Choi Hung Estate",,2009
Wong Tai Sin,"Block 1, Kai Tak Garden",,2010
Kwun Tong,"Tin Chu House, Shun Tin Estate",,2011
Sha Tin,"Wing Shui House, Lek Yuen Estate",,2012
Sai Kung,Pak Kong Village,,2013
Wong Tai Sin,"On Yan House, Tsz On Court",,2014
Yau Tsim Mong,"Tower 5, Central Park",,2016
Tuen Mun,"Block 3, Palm Cove",,2017
Tsuen Wan,43 Ham Tin Tsuen,,2018
Tai Po,"Yee Tak Court, Tai Po Plaza",,2019
Yuen Long,Tong Tau Po Tsuen,,2022
Kwai Tsing,"Block 10, Kwai Shing West Estate",,2023
Tsuen Wan,Panda Hotel,,2024
Kowloon City,"Block 5, Bauhinia Mansions, Whampoa Garden Site 11",,2025
Wan Chai,Percival House,,2026
Sai Kung,"Tower 1, Hemera, Lohas Park",,2027
Kwai Tsing,"Block A, Kwai Chung Building",,2028
Sai Kung,"Ming Yat House, Kin Ming Estate",,2029
Kwun Tong,"Wah Hong House, Yau Tong Estate",,2030
Kwun Tong,Hiu Kwong Court,,2031
Wong Tai Sin,"Chui King House, Choi Hung Estate",,2032
Sham Shui Po,"Cheong Him House, Nam Cheong Estate",,2033
Wong Tai Sin,"Man Tai House, Tsz Man Estate",,2034
Wong Tai Sin,"Lok Yan House, Tsz Lok Estate",,2035
Sha Tin,"Hin Yiu House, Hin Yiu Estate",,2036
Kowloon City,Fook Wan Mansion,,2037
Wan Chai,Lei Kwa Court,,2038
Sham Shui Po,"Lai Fu House, Lai Kok Estate",,2039
Tsuen Wan,"Block 3, Rhine Garden",,2040
Kwai Tsing,"Hang Lai House, Cheung Hang Estate",,2041
Sham Shui Po,Mei Foo Sun Chuen Phase 6,,2042
Sham Shui Po,"Lai Fu House, Lai Kok Estate",,2043
Wong Tai Sin,"Pak Fung House, Choi Wan Estate",,2044
Tai Po,"Block 1, Tai Po Centre",,2045
Yuen Long,"Block 1, Chestwood Court, Kingswood Villas",,2046
Yau Tsim Mong,Best Western Plus Hotel Kowloon,,2047
Wong Tai Sin,"Man Yue House, Tsz Man Estate",,2048
Tai Po,"Block 19, Classical Gardens",,2049
Tsuen Wan,"Shek Lin House, Shek Wai Kok Estate",,2050
Tsuen Wan,"Hoi Fung Mansion, Riviera Gardens",,2051
Sha Tin,"Sin Sam House, Lung Hang Estate",,2052
North,Wisemen Villa,,2053
Kwai Tsing,"Hop Kwai House, Kwan Chung Estate",,2054
Wong Tai Sin,"Toi Fung House, Fung Tak Estate",,2055
Sham Shui Po,199 Nam Cheong Street,,2056
Sham Shui Po,"199 Nam Cheong Street, Diamond Building",,2057
Kowloon City,"Tower 12A Phase 3, Laguna Verde",,2058
Kowloon City,"Tak Ying House, Tak Long Estate",,2060
Wong Tai Sin,"Oi Cheung House, Tsz Oi Court",,2061
Eastern,Riviera Mansion,,2062
Kwai Tsing,"Wang Sin House, Cheung Wang Estate",,2063
Sham Shui Po,"130 Camp Street, Un On Building",,2064
Sai Kung,"Tak Chi House, Hau Tak Estate",,2065
Sai Kung,"Sheung Yee House, Sheung Tak Estate",,2066
Tai Po,Tong Min Tsuen,,2067
Kowloon City,"Tak Kei House, Tak Long Estate",,2068
Yau Tsim Mong,240-252 Nathan Road,,2069
Yau Tsim Mong,Yu Hing Mansion,,2070
Wong Tai Sin,"Man Kin House, Tsz Man Estate",,2071
North,Wisemen Villa,,2072
Wong Tai Sin,"Oi Chung House, Tsz Oi Court",,2073
Sai Kung,"Tak Chi House, Hau Tak Estate",,2074
Sha Tin,"Sun Yee House, Sun Chui Estate",,2075
North,Wisemen Villa,,2077
North,"Block A, Lung Fung Garden",,2078
Kwun Tong,"Tsui Mei House, Tsui Ping North Estate",,2079
Wong Tai Sin,"Man Yue House, Tsz Man Estate",,2080
Yuen Long,"Hung Shing House, Hung Fuk Estate",,2083
Tuen Mun,Fuk Hang Tsuen,,2084
Tuen Mun,San Hing Tsuen,,2085
Wong Tai Sin,"Ching Wo House, Tsz Ching Estate",,2086
Islands,"Tung Ma House, Fu Tung Estate",,2087
Islands,"Block 1, Seaview Crescent",,2088
Sham Shui Po,Mei Foo Sun Chuen Phase 1 Block 23,,2089
Yau Tsim Mong,Honour House,,2089
Tai Po,"Tai Lok House, Tai Yuen Estate",,2090
Eastern,Montane Mansion,,2091
Yuen Long,Wing Tai Building,,2092
Wong Tai Sin,5 Chi Lin Drive,,2093
Wong Tai Sin,"Kam Shek House, Ping Shek Estate",,2094
Wong Tai Sin,"Ching Wo House, Tsz Ching House",,2098
Sha Tin,"Yiu Ping House, Yiu On Estate",,2099
Yau Tsim Mong,Pollock Building,,2100
Sha Tin,"Lam Chuen House, Shui Chuen O Estate",,2101
